TRAP,createdBy,Timestamp,MoundID,Date,Type,AllNotes,Source,DescriptionOfMoundOrLocale,LU_Around,LU_Top,PositionInTheLandscape,Prominence,Latitude,Longitude,Northing,Easting,Accuracy,FacingDirectionForPhoto,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,DamageNotes,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWithin,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
8723,Adela Sobotkova,2018-09-28 08:23:17.854 GMT,8723,2018-09-28,Burial Mound,"849-850,grassland",Legacy verification,"large mound near agricultural settlement in NW part of the hills, positioned in low ground",Pasture,Pasture,Lower slope,Low,42.13267651,26.56172296,4664600.254,463778.3989,3,North,3.5,35,NA,NA,NA,Bones,modern bone-ovicaprid ulna,No,NA,NA,3 - damaged,,Looting,NA,3 - impaired,Looting,Unknown,"01,rect,8,3,2.5,old overgrown",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8723_1.jpg''}}",POINT(463778.398862 4664600.254238)
8724,Adela Sobotkova,2018-09-28 08:44:17.017 GMT,8724,2018-09-28,Extinct Burial Mound,"858,grassland",Legacy verification,"mound extinct, we are on a ledge /platform behind a farm in the trash area looking north towards the rivet, no mound like feature around",Pasture,Pasture,Lower slope,Low,42.13409277,26.55932472,4664758.524,463581.0061,3,Southwest,0,0,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,No observation,NA,5 - none or nearly none,Not available,Unknown,NA,NA,NA,POINT(463581.006054 4664758.524308)
8725,Adela Sobotkova,2018-09-28 08:54:53.888 GMT,8725,2018-09-28,Other,"860-861,grassland",Survey,tank embankment with concrete walls,Pasture,Pasture,Lower slope,Low,42.13363655,26.56282392,4664706.383,463869.9343,3,Northeast,2,15,NA,NA,NA,NA,NA,No,NA,NA,0 - No observation,,No observation,NA,No observation,Infrastructure,Unknown,NA,NA,NA,POINT(463869.93427 4664706.383276)
8726,Adela Sobotkova,2018-09-28 09:01:30.573 GMT,8726,2018-09-28,Other,"863,grassland,8by5 by 2m deep",Survey,"tank emplacement, just earth",Pasture,Pasture,Lower slope,Low,42.13380861,26.56242748,4664725.656,463837.2684,3,North,1,12,NA,NA,NA,NA,NA,No,NA,NA,0 - No observation,,Construction,NA,No observation,Unknown,Unknown,NA,NA,NA,POINT(463837.268358 4664725.655628)
8727,Adela Sobotkova,2018-09-28 09:21:21.779 GMT,8727,2018-09-28,Burial Mound,"873,explain in notes (pasture freshly ploughed by looters",Legacy verification,"western one of a pair of mounds in place of one map marker,freshly ploughed by looters",Pasture,Other,Lower slope,Nil,42.134638699999996,26.56707687,4664815.863,464221.9804,3,North,2.2,16,NA,NA,NA,Artefact scatter,NA,No,NA,NA,4 - seriously damaged,,Looting,fresh ploughing,4 - minimal,Looting,Last month,"01,round,6,3,on N side overgrown picture 877;02,rect,5,2,1,grassy on S side.",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8727_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8727_2.jpg''}}",POINT(464221.980421 4664815.86277)
8728,Adela Sobotkova,2018-09-28 09:23:14.511 GMT,8728,2018-09-28,Burial Mound,"875-876,explain in notes (freshly ploughed pasture",Survey,"mound next to 8727, east of tree, freshly ploughed by looters",Pasture,Other,Lower slope,Nil,42.13475867,26.56746275,4664829.022,464253.9386,3,North,1.8,18,NA,NA,NA,Artefact scatter,ancient looking,No,NA,NA,2 - minor damage,,Looting,looting by ploughing,2 - good,Agriculture,Last month,NA,NA,NA,POINT(464253.938569 4664829.021695)
8729,Adela Sobotkova,2018-09-28 10:15:39.481 GMT,8729,2018-09-28,Burial Mound,"881-883,height better visible from north or east, flat topped",Legacy verification,ploughed up mound in a harrowed field,Annual agriculture,Annual agriculture,Lower slope,Low,42.13614813,26.57112344,4664981.771,464557.2432,3,Northeast,2.4,30,1.8,NA,NA,Loose artefacts,sandy surface,Yes,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8729_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8729_2.jpg''}}",2 - minor damage,,Agriculture,NA,2 - good,Agriculture,Last week,NA,NA,NA,POINT(464557.243241 4664981.770805)
8730,Adela Sobotkova,2018-09-28 11:17:58.887 GMT,8730,2018-09-28,Burial Mound,"898,grassland",Legacy verification,Indzhenska mogila; grassy mound in a harrowed field with a geodetic marker on top,Annual agriculture,Pasture,Upper slope,Medium,42.14140517,26.61089633,4665549.729,467846.7763,3,East,3,25,NA,NA,NA,NA,modern concrete slab on top,No,NA,NA,2 - minor damage,"geodesic marker, slab of concrete)",Other,NA,2 - good,Agriculture,Last month,NA,NA,NA,POINT(467846.776301 4665549.728601)
8731,Adela Sobotkova,2018-09-28 11:43:03.635 GMT,8731,2018-09-28,Burial Mound,901-904,Legacy verification,"scrubby mound just west of Malomirovo,with geodetic marker, possibly doubled with 8500",Annual agriculture,Scrub,Upper slope,Medium,42.14005542,26.62864767,4665393.331,469312.993,3,East,3.5,30,NA,NA,NA,Artefact scatter,"1 shard p sq m west of mound, Ottoman yellow and green glaze, red fabric",No,NA,NA,3 - damaged,specify in Annotation),Looting,cemetery attached to S edge,3 - impaired,Other,Unknown,"01,egg,2,1,0.5,on top and overgrown ; 02,round bite,5,steep and over grown on N edge",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8731_1.jpg''}}",POINT(469312.992992 4665393.331149)
8732,Adela Sobotkova,2018-09-28 12:07:10.341 GMT,8732,2018-09-28,Surface Scatter,"908-911,200 by 200m",Survey,"Ottoman scatter west of Malomirovo, GPS from",Annual agriculture,Annual agriculture,Upper slope,High,42.14033563,26.63043232,4665423.803,469460.6037,3,West,0,200,NA,NA,NA,Artefact scatter,"AC,fineware red fabric, hard fired,storage vessels, some glazr",No,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8732_1.jpg''}}",2 - minor damage,,No observation,NA,2 - good,Agriculture,Last week,NA,NA,NA,POINT(469460.603669 4665423.803431)
